"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"POU2AF1__V__AM105","POU2AF1","AM105",-0.240695899892651,1.4901171634981e-05,0.0275230443375614,0.109990433403493
"SLC7A5__V__TF8","SLC7A5","TF8",-0.240662164293976,1.12685407025946e-05,0.0242315625664491,0.173418927693515
"INO80D__V__QI6604","INO80D","QI6604",-0.24042589680764,7.38049514674994e-08,0.00223387708969514,0.119265034339227
"GALNT12__V__QI6604","GALNT12","QI6604",-0.240372666863955,1.54504200748818e-06,0.00953004377803458,0.100437555655031
"CYCS__V__QI6604","CYCS","QI6604",-0.240254789536189,1.37865196453525e-07,0.00281692206611679,0.109373301459232
"ASPHD2__V__QI18460","ASPHD2","QI18460",-0.240173546531706,2.60076678689614e-05,0.0354530336227953,0.139618469467633
"ANKHD1__V__QI6604","ANKHD1","QI6604",-0.239602843071701,2.47707410054872e-07,0.00377718933164061,0.113175603060272
"NUSAP1__V__TF29","NUSAP1","TF29",-0.239335762018629,4.52474663851874e-06,0.0157261551094324,0.119509336867771
"TSPYL1__V__QI8201","TSPYL1","QI8201",-0.239302062130943,7.43979540060427e-09,0.000744114658948981,0.128549243246257
"BAK1__V__AM96","BAK1","AM96",-0.238405452939825,5.68784318478787e-07,0.00558745086815824,0.119410480511749
"CD79B__V__AM67","CD79B","AM67",-0.238151353731255,1.28460204883066e-05,0.025709943023441,0.110295480393416
"FARS2__V__AM96","FARS2","AM96",-0.237625211645526,2.91836950832143e-05,0.0375037792825917,0.100489627605493
"TMEM30B__V__AM61","TMEM30B","AM61",-0.23751253112393,3.52789361964528e-06,0.0139935381511266,0.126746008547281
"C2orf29__V__QI6604","C2orf29","QI6604",-0.237035933523295,1.2914983285344e-07,0.00278088344945778,0.120446770108398
"DYNLL1__V__TF29","DYNLL1","TF29",-0.235772252702858,2.02981182363982e-05,0.0317105062929734,0.103991334424694
"C20orf100__V__QI18460","C20orf100","QI18460",-0.235554003117878,1.31950946670018e-07,0.00278088344945778,0.180402454269453
"METTL3__V__QI6604","METTL3","QI6604",-0.235544034741504,7.68609942802916e-08,0.00225952760558937,0.118513881073636
"CCNB2__V__AM40","CCNB2","AM40",-0.235144733669763,9.42877142686609e-06,0.0223148603087117,0.107690958199476
"BAK1__V__AM40","BAK1","AM40",-0.233887879506377,9.18061623385118e-06,0.0221038718534622,0.101860787193711
"PEX5__V__QI6604","PEX5","QI6604",-0.233548569494214,4.95218807197757e-07,0.00523570686279473,0.111813547376218
"IFI27L1__V__AM96","IFI27L1","AM96",-0.233520477468228,2.75186054667577e-06,0.0124147989393946,0.110424105067275
"BEX5__V__AM61","BEX5","AM61",-0.233302759081876,6.86121182319344e-07,0.00615892844801606,0.136390109280161
"SMYD4__V__QI6604","SMYD4","QI6604",-0.233298699210669,8.04186270781316e-07,0.00670417982152581,0.107255747114793
"CCDC50__V__QI18460","CCDC50","QI18460",-0.232691397688515,8.2140965280557e-06,0.0210532327332791,0.138855849114453
"CCDC158__V__AM27","CCDC158","AM27",-0.231843610883954,2.07437018684572e-05,0.0320405892368484,0.112095354690179
"VPREB1__V__TF31","VPREB1","TF31",-0.231548765419471,8.48064773530993e-06,0.021372826769003,0.172258071750714
"CD22__V__AM96","CD22","AM96",-0.231478937064173,5.25760165908597e-07,0.00539022208806752,0.119593617394488
"RBM16__V__QI5306","RBM16","QI5306",-0.231363890755824,3.03717493551162e-08,0.00150563735378798,0.112917874091932
"GPX7__V__AM96","GPX7","AM96",-0.231130849360406,3.12863917733975e-06,0.0131696000813895,0.110579864664386
"ARL2BP__V__QI6604","ARL2BP","QI6604",-0.231083468941546,1.45395673705151e-07,0.00285724746977757,0.116336198679002
"IL28RA__V__AM96","IL28RA","AM96",-0.230671875700254,1.37152129983727e-05,0.0264917974424206,0.101934371950769
"PSME2__V__TF29","PSME2","TF29",-0.23056923694721,2.93412214910811e-08,0.00147864186701692,0.147811845272804
"CCDC158__V__AM56","CCDC158","AM56",-0.230548182035516,2.58478813967283e-05,0.0353698217887504,0.113276986999762
"RBM16__V__QI5327","RBM16","QI5327",-0.230493625936734,1.64608355059679e-07,0.00300682124268868,0.102080814649715
"C2orf44__V__QI6604","C2orf44","QI6604",-0.230402812343287,3.01046304324906e-06,0.0129448291888608,0.102531214839786
"CAV1__V__TF31","CAV1","TF31",-0.22979449256803,3.1079542809457e-05,0.0385541666253236,0.156626671226048
"ASPHD2__V__TF29","ASPHD2","TF29",-0.229658523320151,6.04580097519461e-06,0.0182303039594425,0.121611705863268
"PLAC8__V__AM40","PLAC8","AM40",-0.228991503250127,3.02869785682462e-06,0.0129649042092449,0.103578215606699
"GPR18__V__AM96","GPR18","AM96",-0.228928196087835,5.26930073812677e-07,0.0053953551324679,0.119725522046898
"LOC54103__V__AM61","LOC54103","AM61",-0.228574146665786,1.52852009268485e-07,0.00293749897014585,0.144837296787129
"ENPP3__V__QI6299","ENPP3","QI6299",-0.228547679795501,2.07522459399602e-05,0.0320405892368484,0.137420447265009
"CHI3L2__V__AM40","CHI3L2","AM40",-0.228177831321879,4.32600038398391e-07,0.00489780818737023,0.139535891769155
"MRPS6__V__AM96","MRPS6","AM96",-0.227929191965303,3.75068790345577e-05,0.0419558378233213,0.103095766587667
"CIITA__V__AM96","CIITA","AM96",-0.227823349797046,2.07571388421934e-05,0.0320405892368484,0.100671086101546
"LOC147727__V__QI6604","LOC147727","QI6604",-0.226138212396879,9.2731361019391e-07,0.00721626585663863,0.103881252861935
"MYL6B__V__TF29","MYL6B","TF29",-0.22607637714952,2.72841627110017e-05,0.0363177469913656,0.106354120335418
"THOC1__V__QI6604","THOC1","QI6604",-0.226048323934945,5.88423644991174e-08,0.00201657935300847,0.116553876867555
"TMC7__V__TF18.1","TMC7","TF18.1",-0.225319066438303,1.9920920004279e-05,0.0314350447587774,0.117071869911279
"BTK__V__AM96","BTK","AM96",-0.225172584578248,4.72103398148772e-07,0.00513752441304776,0.121302877731825
"FLJ11292__V__AM5","FLJ11292","AM5",-0.224831421001711,1.19678424446563e-06,0.00833348402376871,0.100266420973632
"ZNF428__V__AM96","ZNF428","AM96",-0.224701101348062,3.25395590566957e-05,0.0392455099865709,0.102609985474002
"VPREB1__V__TF29","VPREB1","TF29",-0.224578164103019,1.96686487249818e-05,0.0312663201341827,0.117552033854764
"DUSP5__V__AM96","DUSP5","AM96",-0.224402821689988,3.03983659492287e-07,0.00415181985023126,0.123318997706457
"C16orf33__V__QI18460","C16orf33","QI18460",-0.224341159339336,4.11809589476302e-05,0.0437645012879457,0.12671946733214
"NCAPD3__V__QI6604","NCAPD3","QI6604",-0.224299503109142,1.03879061774699e-06,0.00768653245217441,0.100894261435518
"TMEM156__V__AM40","TMEM156","AM40",-0.224266754193096,7.61756958731137e-07,0.00648052251876784,0.115412570214949
"WDR37__V__QI6604","WDR37","QI6604",-0.22422947052614,1.44904997890309e-07,0.00285724746977757,0.113845600110387
"E2F5__V__AM40","E2F5","AM40",-0.224220755636554,8.53885334146577e-06,0.0214564748490599,0.102342136002621
"TOP2A__V__AM96","TOP2A","AM96",-0.223935651967177,1.29586433476488e-05,0.0258116788551772,0.101448626145905
"GATA2__V__QI6164","GATA2","QI6164",-0.223903305489798,7.2791985513538e-06,0.0199511131612672,0.128643252566027
"RPRD1B__V__QI6604","RPRD1B","QI6604",-0.223746533547733,1.93581377597946e-07,0.00329670015177899,0.109568011467045
"CUL4A__V__QI6604","CUL4A","QI6604",-0.223671898034416,1.73265443946348e-06,0.00998397313598486,0.105039867104852
"CDCA7__V__TF29","CDCA7","TF29",-0.223043482085283,2.26740178320531e-05,0.0333667256686819,0.108860174696919
"RELT__V__QI6100","RELT","QI6100",-0.223027264142471,5.77949209812778e-06,0.0177879418132298,0.165732224310778
"NDUFB10__V__QI18460","NDUFB10","QI18460",-0.221681933307309,5.002959757414e-05,0.0478010742276292,0.11874745531029
"CNNM3__V__QI6604","CNNM3","QI6604",-0.221419168388072,1.59964286399668e-06,0.00962533396660104,0.100079340321882
"TCEAL3__V__QI6604","TCEAL3","QI6604",-0.221252130352294,2.69795412894725e-08,0.00141924027264195,0.114527243197472
"AURKAIP1__V__AM96","AURKAIP1","AM96",-0.221233582868714,5.3500789220963e-05,0.0491602795775697,0.101117410515094
"AGMAT__V__AM96","AGMAT","AM96",-0.221185636635595,9.94283297406415e-07,0.00748761695094889,0.116861893648371
"CCR9__V__TF29","CCR9","TF29",-0.220584579149945,4.04783620286126e-06,0.0148754745149828,0.128609336807437
"MS4A2__V__QI5165","MS4A2","QI5165",-0.220493203019043,9.96171377164315e-07,0.00748761695094889,0.15940786533345
"POU2AF1__V__AM96","POU2AF1","AM96",-0.22036618420088,3.44764653733537e-08,0.00159571376306718,0.138295865708763
"NPAL3__V__AM96","NPAL3","AM96",-0.22032310023959,8.78597159496848e-06,0.0216879708369285,0.106116497771143
"ZSWIM5__V__AM83","ZSWIM5","AM83",-0.220143278072397,5.1399241512355e-05,0.048361728201479,0.100915744456861
"AZI1__V__QI6604","AZI1","QI6604",-0.219463710284912,1.39457440756529e-07,0.00282387998363488,0.108294906189573
"DHFRL1__V__QI6604","DHFRL1","QI6604",-0.219419652235383,7.54158022631174e-06,0.0202460612724099,0.1000335536976
"NRBP2__V__QI6604","NRBP2","QI6604",-0.219073506451303,6.58962564318769e-07,0.00601828561581414,0.102990850797599
"LOC158301__V__AM96","LOC158301","AM96",-0.218737973894476,1.73885318387916e-05,0.0293661855152723,0.101257776223847
"TTTY20__V__QI7594","TTTY20","QI7594",-0.217783205894173,4.08995732248997e-06,0.0149113713517425,0.110203530975069
"SFRS2B__V__QI6604","SFRS2B","QI6604",-0.217760508343486,1.15635484455443e-08,0.000938442028309537,0.124702970087876
"RALGPS1__V__QI6604","RALGPS1","QI6604",-0.217438032783497,1.01637060542356e-07,0.00250893333293588,0.110211129604898
"AURKAIP1__V__TF29","AURKAIP1","TF29",-0.217336603436534,3.89015330940965e-05,0.0426222002607699,0.100155860262651
"LOC401431__V__AM5","LOC401431","AM5",-0.21680656234673,1.98327074279386e-06,0.0106363273933914,0.100785835574475
"EIF3F__V__QI6604","EIF3F","QI6604",-0.216417519935185,9.72648216590503e-08,0.00245123385032578,0.122320669247574
"MIF__V__AM96","MIF","AM96",-0.216370959403662,3.32251298331331e-06,0.0136276065822369,0.111665958622398
"CRTC3__V__AM96","CRTC3","AM96",-0.216045494248378,1.44374060063395e-06,0.00919717580464814,0.114386427688764
"BIK__V__TF31","BIK","TF31",-0.21596297924688,5.07607476559638e-05,0.048136804815529,0.151921289029363
"CENPM__V__TF29","CENPM","TF29",-0.215848863214276,3.71660861395942e-05,0.0418192690154095,0.108353713506522
"TYMS__V__AM96","TYMS","AM96",-0.215008987909375,1.01993777108303e-06,0.00761249450205787,0.117838556366208
"LDHA__V__QI8201","LDHA","QI8201",-0.214952137504772,2.70798561641923e-07,0.00388350540878634,0.101841408523832
"NME1__V__AM96","NME1","AM96",-0.214032249093403,2.34588057429861e-07,0.00367419555541578,0.124160416093826
"CISD1__V__AM96","CISD1","AM96",-0.213980568063217,6.25312982855099e-07,0.00584631637071466,0.11880347753389
"CNO__V__QI6604","CNO","QI6604",-0.21381127916978,5.05630401343608e-07,0.00525994818582109,0.107651141835999
"THAP11__V__QI6604","THAP11","QI6604",-0.213290192961361,1.29979437013378e-05,0.0258422632494588,0.100845660407551
"CRY2__V__QI6604","CRY2","QI6604",-0.21312029977672,3.88936536996416e-06,0.0146644144977627,0.101820695568283
"E2F5__V__QI18460","E2F5","QI18460",-0.21308674406322,1.35372830935701e-05,0.0263134565283866,0.146884008847647
"C6orf204__V__AM96","C6orf204","AM96",-0.212948897582971,2.28979593362922e-05,0.0334713572470073,0.100061556978208
"TOX2__V__TF31","TOX2","TF31",-0.212421155404388,4.8306541865331e-05,0.0469904498392359,0.151917281810305
"LOC100129828__V__AM96","LOC100129828","AM96",-0.212287007532985,1.52574467394616e-05,0.0278165242783422,0.10154252688291
"AP4B1__V__QI6604","AP4B1","QI6604",-0.211923198300349,6.85513072538856e-07,0.00615805850177122,0.110643354537002
"TSEN2__V__QI6604","TSEN2","QI6604",-0.21153665267542,5.31831837358259e-07,0.00542785969537096,0.105453310300651
"NME1__V__AM40","NME1","AM40",-0.211373300618232,4.06898241326977e-06,0.0148896332162708,0.103612723428997
"BST2__V__AM96","BST2","AM96",-0.211353168515046,5.24239727245409e-08,0.00190924678620393,0.132698147174439
"ZBTB32__V__QI15604","ZBTB32","QI15604",-0.210212035099695,2.98711876885678e-05,0.0378738992650574,0.100292344431779
"CCR9__V__TF31","CCR9","TF31",-0.210141201942757,9.82361387390284e-06,0.0227269184342648,0.170188164875535
"NDUFB10__V__AM96","NDUFB10","AM96",-0.209576905852738,3.07238293577327e-05,0.0383344944314084,0.102281072612251
"BBS2__V__QI6604","BBS2","QI6604",-0.209109862672917,1.42337727473921e-06,0.00910313701769964,0.102213623929158
"HIST1H4K__V__TF29","HIST1H4K","TF29",-0.208963173614714,9.56297701548907e-06,0.0224647682456442,0.118156355411326
"NDRG3__V__QI6604","NDRG3","QI6604",-0.208916677477174,5.62727886429305e-08,0.00197044041203378,0.11831825896706
"IK__V__QI8201","IK","QI8201",-0.208534361834304,3.82223597273912e-07,0.00461104722711283,0.101885577307839
"SEC61B__V__AM96","SEC61B","AM96",-0.208509478865449,1.79435641134421e-05,0.0298105960670811,0.104221300155417
"NFATC2__V__QI7594","NFATC2","QI7594",-0.208417923795239,1.76083622000449e-05,0.0295233628669471,0.102604301664815
"PARP1__V__AM96","PARP1","AM96",-0.208273382929474,2.86469357823016e-05,0.0371786364409275,0.102141145774758
"CCT7__V__AM96","CCT7","AM96",-0.207961739479229,3.44189621465838e-05,0.0403302185534903,0.100348495680656
"FNBP4__V__QI6604","FNBP4","QI6604",-0.207930797447352,1.65931767677908e-08,0.00115542107223927,0.124781843876
"VAMP5__V__AM96","VAMP5","AM96",-0.207611671300633,5.78728784185631e-07,0.00563588640345059,0.119193731017587
"GATA2__V__QI5971","GATA2","QI5971",-0.207574776776784,3.14917230274313e-06,0.0131920777095378,0.134117363438378
"RBM16__V__AM61","RBM16","AM61",-0.206942466975153,3.40558674392451e-07,0.00431617994788967,0.14008400680483
"TMEM156__V__AM96","TMEM156","AM96",-0.206833598630652,4.96515006379696e-07,0.00523570686279473,0.120042295797916
"LRIG1__V__QI6604","LRIG1","QI6604",-0.206329989560029,2.75090753010222e-07,0.00393102010198493,0.103984835485014
"LOC644214__V__TF31","LOC644214","TF31",-0.206003991970966,2.99612253511851e-05,0.037925436913127,0.155200220073572
"MS4A2__V__QI6473","MS4A2","QI6473",-0.205843741702512,6.50352575504407e-06,0.0188838082443744,0.123668235699015
"C6orf173__V__AM96","C6orf173","AM96",-0.205537330951434,1.60282832850619e-05,0.0284334491340337,0.100089883575039
"LAT__V__AM96","LAT","AM96",-0.205376102782265,2.6187018408519e-06,0.0121845880383222,0.112130338664675
"TTC3__V__QI6604","TTC3","QI6604",-0.205136947197499,1.30102858031279e-08,0.00100465994086776,0.12693259677313
"GATA2__V__QI6442","GATA2","QI6442",-0.205083622061387,4.97529721050395e-06,0.0165186885661363,0.139932348799521
"WDR59__V__QI6604","WDR59","QI6604",-0.204225518596678,1.26254933136177e-06,0.00856371571775024,0.106386151102207
"CD27__V__AM96","CD27","AM96",-0.204021867746841,7.89957942596385e-09,0.000759467421662621,0.143872149370912
"CHMP7__V__QI6604","CHMP7","QI6604",-0.203663413462811,1.79272605533388e-06,0.0101579838383167,0.100416088288729
"CHI3L2__V__QI18460","CHI3L2","QI18460",-0.203102665826577,3.98697763488786e-06,0.0147851751533599,0.172059867872564
"MBTPS1__V__QI6604","MBTPS1","QI6604",-0.202898047614052,4.99811045020559e-06,0.0165451841379947,0.10155581292016
"RPL22__V__QI6604","RPL22","QI6604",-0.202433494006022,7.88556214020655e-09,0.000759467421662621,0.126618228921458
"CRELD2__V__TF29","CRELD2","TF29",-0.202059025086906,5.42451605582848e-05,0.0494669380172138,0.100287985963557
"MS4A2__V__QI6522","MS4A2","QI6522",-0.201674951035205,4.22432216560341e-06,0.0151542060285464,0.186589644581963
"PTPRCAP__V__AM40","PTPRCAP","AM40",-0.201648302755301,4.47706767931852e-06,0.0156411654494438,0.102470724046388
"CD72__V__AM96","CD72","AM96",-0.201409603806463,7.23444189766079e-06,0.0199075668484157,0.104657151845684
"DRAP1__V__AM96","DRAP1","AM96",-0.200968186594897,1.22418613716269e-06,0.00843168735991025,0.115921594569963
"UBE3C__V__QI6604","UBE3C","QI6604",-0.200596259639979,1.24270670747685e-06,0.00850660570582873,0.106887551574147
"PSMC5__V__AM96","PSMC5","AM96",-0.200026831893051,2.27333782850298e-05,0.0333969628502736,0.102708165730416
"EEPD1__V__QI6604","EEPD1","QI6604",-0.199971718069953,3.01539246832563e-07,0.00412779405065093,0.100328851385151
"TMEM156__V__QI18460","TMEM156","QI18460",-0.199778731657244,6.79406917700525e-06,0.0192846355808308,0.142885099286475
"CD79B__V__AM40","CD79B","AM40",-0.199613160647727,4.90541918164305e-08,0.0018524320615898,0.137895211383983
"NOSIP__V__AM96","NOSIP","AM96",-0.199417033399094,3.01072131998162e-06,0.0129448291888608,0.112914784107482
"MS4A2__V__QI6164","MS4A2","QI6164",-0.199037596032851,5.05853964818054e-06,0.016582785448941,0.141282990277946
"RANBP1__V__AM96","RANBP1","AM96",-0.198840363359773,1.03337760267823e-05,0.0233073723129973,0.104537243622064
"NBPF20__V__QI7594","NBPF20","QI7594",-0.198594339883861,3.99170483826485e-06,0.0147910259191681,0.110437367370443
"UNC84A__V__QI6604","UNC84A","QI6604",-0.198468063788354,1.31623812174486e-08,0.00100834110140694,0.117816081007353
"ZCCHC14__V__QI6604","ZCCHC14","QI6604",-0.198245107668486,2.2086883893584e-07,0.00356180954609188,0.103944995129465
"MIF__V__TF31","MIF","TF31",-0.198033200402739,8.14799644525128e-06,0.0209826225189314,0.159565699711696
"LRRC48__V__QI7594","LRRC48","QI7594",-0.197864109144843,1.9093736370043e-05,0.030769822799368,0.102210604714042
"KIF22__V__QI6604","KIF22","QI6604",-0.197762928218006,2.44551016817555e-06,0.0117603051272607,0.100830499119704
"CHN2__V__AM61","CHN2","AM61",-0.197115211307174,5.45703680513796e-05,0.0496207598769416,0.111216642948215
"OSBPL10__V__AM96","OSBPL10","AM96",-0.196224468362488,6.84088035456286e-06,0.0193400373181511,0.104992880967673
"C13orf23__V__QI8201","C13orf23","QI8201",-0.196103537098645,3.74770679835634e-07,0.00457409627185797,0.106290451259639
"SSBP1__V__AM96","SSBP1","AM96",-0.195989892355618,1.28233748966632e-05,0.0256987771543279,0.103962691946275
"CCDC50__V__TF29","CCDC50","TF29",-0.195803718866832,2.60749307717328e-05,0.0354901162811674,0.106366385613207
"SATB1__V__QI6604","SATB1","QI6604",-0.195349059645981,5.40810949559422e-08,0.00194472195016156,0.112258861521171
"WDR18__V__AM96","WDR18","AM96",-0.195253991506803,1.59278161692813e-05,0.0283706393036635,0.10139316640306
"COX6B2__V__QI7594","COX6B2","QI7594",-0.194223264574386,9.25538145007855e-06,0.0221720859987198,0.106389421064513
"DNAJA3__V__QI6604","DNAJA3","QI6604",-0.193485374036485,1.72766982194434e-06,0.00997229564496042,0.104549197336439
"ARHGEF18__V__QI6604","ARHGEF18","QI6604",-0.193299327422237,1.08701441655547e-07,0.00257147425942273,0.117884493757281
"PTPRCAP__V__AM96","PTPRCAP","AM96",-0.192876480356808,1.21505418771828e-06,0.00838960559805683,0.11531813425868
"CRIP1__V__AM40","CRIP1","AM40",-0.192039550800847,4.79886636772177e-07,0.00517213082647665,0.119662001722172
"LOC151162__V__QI6604","LOC151162","QI6604",-0.191796407020653,1.48566792732281e-06,0.0093602648754732,0.105069411127244
"NME1__V__QI18460","NME1","QI18460",-0.191643274527569,1.918429132157e-05,0.0308340782874803,0.135824921527164
"RPA2__V__QI6604","RPA2","QI6604",-0.191394461064399,5.63017942001658e-07,0.00556384953266076,0.108822988285966
"ZNF221__V__TF20.1","ZNF221","TF20.1",-0.191357681695439,4.50908539588329e-05,0.045614458977344,0.101296789203443
"CCDC55__V__AM61","CCDC55","AM61",-0.191006944806117,3.52891083682351e-05,0.040840262424614,0.113635296583117
"B3GNT2__V__AM61","B3GNT2","AM61",-0.190964782493497,1.68860112448685e-05,0.0290421626294365,0.118067736510404
"GATA2__V__QI6250","GATA2","QI6250",-0.190448386456304,3.24502926375582e-05,0.0391770711390629,0.111981759220474
