"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"FOXO1__V__QI11631","FOXO1","QI11631",0.0960721257384281,8.51642006111066e-06,0.0214224473641935,0.128421448535341
"LOC642299__V__QI9128","LOC642299","QI9128",0.0961463474353969,9.18148242039039e-06,0.0221038718534622,0.150752276679641
"RBM12B__V__QI14345","RBM12B","QI14345",0.0961527066976937,4.21256917956797e-05,0.0442141672689017,0.170439664320511
"APEX1__V__QI11631","APEX1","QI11631",0.096185374340999,2.50380394361837e-05,0.0348798113583425,0.125525388019935
"TXNDC15__V__TF17","TXNDC15","TF17",0.0962011073075095,4.36194350068392e-05,0.0448719913141078,0.194444931535059
"RNH1__V__QI7029","RNH1","QI7029",0.0963847799389795,2.93575172582243e-05,0.0375861173984241,0.130784608897714
"ITGB1__V__TF16.2","ITGB1","TF16.2",0.0964344407130392,1.16082854258804e-05,0.0245588180988585,0.160984141113632
"C19orf10__V__QI7029","C19orf10","QI7029",0.0964498259300095,4.303157432755e-05,0.044656705771925,0.12905433926921
"EIF4ENIF1__V__TF25.2","EIF4ENIF1","TF25.2",0.0964781173453797,3.07483709586273e-05,0.038344642792717,0.101190668705042
"KDELR2__V__TF15.2","KDELR2","TF15.2",0.0964837862945367,2.98125577009304e-05,0.0378354021636953,0.102159917929172
"PRDM4__V__TF6","PRDM4","TF6",0.0965020034391357,2.54619305938951e-05,0.0351425636071415,0.131134860189662
"TCP11L2__V__TF16.2","TCP11L2","TF16.2",0.0965835535645334,1.27638423339883e-05,0.0256306379606682,0.149287389549377
"TLR2__V__TF16.2","TLR2","TF16.2",0.096693230725706,1.50511723137934e-05,0.0276635857050386,0.153222993089587
"IARS2__V__TF16.2","IARS2","TF16.2",0.0967335925467434,3.67193694923428e-05,0.0416076975933138,0.16044225841263
"MGST2__V__QI7029","MGST2","QI7029",0.0968133060868201,4.21869877519443e-05,0.0442567990082007,0.129020983513511
"OGFRL1__V__TF16.2","OGFRL1","TF16.2",0.0970283265634874,3.2134993889956e-05,0.0390159021165601,0.15549700257206
"RNF144B__V__TF16.2","RNF144B","TF16.2",0.0970710601053151,3.00743638741433e-05,0.0379835873433752,0.158111615763954
"IDH3A__V__QI11631","IDH3A","QI11631",0.0970883567686332,1.30650744117046e-05,0.0258748920019262,0.126970466469302
"C14orf28__V__QI9128","C14orf28","QI9128",0.0970961931778279,3.17412153708931e-05,0.038777573604468,0.148429634538934
"GLT1D1__V__TF16.2","GLT1D1","TF16.2",0.097245184035835,3.3618564527924e-05,0.039887941785135,0.158368577239898
"THOC7__V__QI4564","THOC7","QI4564",0.0973078916230897,4.66824788329683e-05,0.0463418787625141,0.112129355151656
"GNPTAB__V__TF16.2","GNPTAB","TF16.2",0.0974946697989744,5.1814536470051e-05,0.0485248721072975,0.158557846344867
"CIRBP__V__QI5469","CIRBP","QI5469",0.0977816454502036,3.3105098186605e-05,0.0396024684740755,0.110538591741166
"C6orf105__V__QI11631","C6orf105","QI11631",0.0978855973561324,4.1793704291094e-05,0.0440745143874449,0.116221704692444
"C4orf18__V__TF16.2","C4orf18","TF16.2",0.0979652788652142,1.85115002590368e-06,0.0103143716273107,0.159536937314388
"CKS1B__V__QI11631","CKS1B","QI11631",0.0979988841527882,8.89336949859382e-06,0.0217931213803748,0.127536706238564
"ALKBH8__V__QI9128","ALKBH8","QI9128",0.0980854723640557,3.00891101371464e-05,0.0379896755592483,0.145566215052164
"UBA3__V__TF16.2","UBA3","TF16.2",0.0982318384683479,1.15587460045779e-05,0.0245066145840896,0.15869808453588
"SLC2A8__V__QI9128","SLC2A8","QI9128",0.0982956992886492,9.55963484420003e-06,0.0224647682456442,0.149850127135971
"DHRS9__V__QI14345","DHRS9","QI14345",0.098312471424985,3.63983272816507e-05,0.0414392186925385,0.172827844855036
"RAB5A__V__TF16.2","RAB5A","TF16.2",0.0984012129464861,1.98066871587675e-05,0.0313492364353082,0.157846591616248
"SCARNA9__V__QI9128","SCARNA9","QI9128",0.0984555146675744,2.08110766137994e-05,0.0320751455403562,0.149074617953456
"POLH__V__QI9128","POLH","QI9128",0.0984665769364727,2.94817270929038e-05,0.0376455717056637,0.144014270217442
"GNB5__V__QI9128","GNB5","QI9128",0.0986338687998078,6.30690771305339e-06,0.0185709395380854,0.154943293531038
"SET__V__QI7576","SET","QI7576",0.0987034861029109,5.45938856489492e-05,0.0496234157515185,0.115815234621549
"TCEA3__V__QI9483","TCEA3","QI9483",0.0987239449570577,1.51729822807598e-05,0.0277316995404577,0.1295284139472
"SIVA1__V__QI9128","SIVA1","QI9128",0.09931694317279,5.21645944629072e-05,0.0486326458052339,0.148257889507586
"C20orf175__V__TF16.2","C20orf175","TF16.2",0.0993392875942882,1.17897024494328e-05,0.0247298154467034,0.150658435057656
"CXCL1__V__TF16.2","CXCL1","TF16.2",0.0997133600950431,1.10984783775656e-05,0.0240331943332182,0.153501540139366
"LOC100233209__V__QI9128","LOC100233209","QI9128",0.0997960561537904,1.96337064756195e-06,0.0106013108957161,0.156192260514368
"PROSC__V__TF14","PROSC","TF14",0.100039188438274,3.37721571282061e-05,0.0399489013099132,0.10639464348929
"LQK1__V__QI5704","LQK1","QI5704",0.100081410061741,3.54447663506699e-06,0.0140377561780616,0.135170920743375
"C12orf24__V__QI9128","C12orf24","QI9128",0.100091353513549,3.48615053865221e-05,0.0405668484757658,0.144969732598673
"LOC644284__V__QI9128","LOC644284","QI9128",0.100241263329378,4.96425575528983e-06,0.0165014765340658,0.153758738477354
"MPO__V__TF16.2","MPO","TF16.2",0.100285063784395,5.0279163233719e-05,0.0479110658526186,0.15287170886156
"FAM45A__V__TF16.2","FAM45A","TF16.2",0.100391867248617,1.80828810278355e-06,0.0102077507506629,0.165562780670037
"BTLA__V__QI8347","BTLA","QI8347",0.100430277833105,1.18246203747508e-05,0.024759945243691,0.106785177013957
"RFFL__V__TF16.2","RFFL","TF16.2",0.100466868067778,1.21177463623074e-05,0.0250008465241269,0.164698695934662
"GHRL__V__TF16.2","GHRL","TF16.2",0.10065025352094,2.29644691326421e-05,0.0335157384765969,0.15107132834288
"CD4__V__TF16.2","CD4","TF16.2",0.100667520186126,4.95331784333797e-05,0.0476251804838155,0.151172749910493
"PMS2L3__V__QI9128","PMS2L3","QI9128",0.100693020017909,3.599528394195e-05,0.0412195677860976,0.148593776455308
"GOLGA8A__V__QI9128","GOLGA8A","QI9128",0.101129092177728,1.54453817826988e-06,0.00953004377803458,0.159340655523658
"H2AFY2__V__QI11631","H2AFY2","QI11631",0.101454055609254,3.45973080446159e-05,0.0404084347935781,0.122545422265721
"TGFBR2__V__TF17","TGFBR2","TF17",0.101594935009654,4.32681137823421e-06,0.0153572329596417,0.202575927560242
"LOC100134711__V__QI9128","LOC100134711","QI9128",0.101665109734644,1.49334992901423e-05,0.0275489627330442,0.148572301357472
"PALLD__V__TF16.2","PALLD","TF16.2",0.10180871339242,1.15100881084918e-05,0.0244714061540908,0.159532223564326
"BMP2K__V__TF16.2","BMP2K","TF16.2",0.101897344352201,3.25525123906765e-05,0.0392556502323745,0.15269197968938
"NAGPA__V__QI7029","NAGPA","QI7029",0.101914880472381,5.37744348567484e-05,0.0492614225676894,0.12745413118169
"API5__V__QI11631","API5","QI11631",0.102182629800664,1.4664781767592e-06,0.00931725904516315,0.137732997284588
"LOC100134728__V__TF16.2","LOC100134728","TF16.2",0.102243456598999,3.00997352819158e-05,0.0379896755592483,0.156255051924096
"NEK8__V__QI9128","NEK8","QI9128",0.102286342844621,3.67589259431945e-05,0.0416268819912682,0.144321174670066
"SNORA57__V__QI11631","SNORA57","QI11631",0.102322252320707,2.41191284819113e-05,0.0343263535127473,0.121775498661307
"CREBZF__V__TF16.2","CREBZF","TF16.2",0.102405097074152,5.17659641682474e-06,0.0167452440806876,0.157690116056196
"SCARB1__V__TF25.2","SCARB1","TF25.2",0.10246034606983,2.22935160077314e-05,0.0331445310281683,0.104008754017998
"NCRNA00219__V__QI9128","NCRNA00219","QI9128",0.102486913399537,1.63597480328289e-05,0.028689188237408,0.155181135817412
"RHOQ__V__QI14345","RHOQ","QI14345",0.102589299288766,3.02945179189622e-05,0.0381366683365246,0.176870976057084
"RPL22__V__QI4564","RPL22","QI4564",0.102791322841537,1.29944848424348e-05,0.025839651084861,0.118659834910111
"C17orf48__V__QI9128","C17orf48","QI9128",0.102852618790222,3.68356075119112e-05,0.0416536206049185,0.149193255793517
"LOC285074__V__TF16.2","LOC285074","TF16.2",0.102935533816246,1.62710081134874e-05,0.0286266798431747,0.156797344132663
"ADAT1__V__QI7029","ADAT1","QI7029",0.103037513542096,2.74022659287639e-05,0.0363824895246413,0.130997512122562
"BMF__V__TF25.2","BMF","TF25.2",0.103103304412636,7.32281089762418e-06,0.0199775597786064,0.108492190457793
"VNN1__V__TF16.2","VNN1","TF16.2",0.103115023192282,3.3369915318932e-06,0.013668281317077,0.157368381922789
"MTHFD2__V__QI8347","MTHFD2","QI8347",0.103156388026579,2.88923229958214e-05,0.0373462664441699,0.101249196820919
"RPS19BP1__V__QI9128","RPS19BP1","QI9128",0.103241071470669,4.98461969267689e-05,0.0477470283479855,0.145334678441023
"SNORA70__V__TF16.2","SNORA70","TF16.2",0.103500801833,3.91387290880214e-05,0.0427259008990658,0.159590332013356
"NFKBIA__V__QI14345","NFKBIA","QI14345",0.103597961818718,2.27275492339458e-05,0.0333969628502736,0.17754959610021
"ANGPT1__V__TF16.2","ANGPT1","TF16.2",0.103603726669927,2.42823146931577e-05,0.0343932515830869,0.15565566856411
"LOC728944__V__TF16.2","LOC728944","TF16.2",0.103894340661916,2.96586148727961e-05,0.0377713481657968,0.158012196329938
"LOC642795__V__QI9128","LOC642795","QI9128",0.103912090289702,5.16624156242231e-05,0.0484748494599675,0.147689790675634
"LOC25845__V__TF8","LOC25845","TF8",0.104169391391507,2.49648705901742e-05,0.03481552645277,0.156869296659308
"C17orf90__V__QI9128","C17orf90","QI9128",0.104199234508906,2.1572973609156e-05,0.0325741301591444,0.151274500083627
"ZNF124__V__TF17","ZNF124","TF17",0.104311657574767,3.06088553075825e-05,0.0382764529763866,0.195760236653758
"ARL2BP__V__QI11631","ARL2BP","QI11631",0.10435709982696,3.96156182133079e-05,0.0429531138204892,0.125013540504629
"CCDC88A__V__TF16.2","CCDC88A","TF16.2",0.104360239850956,3.56606866720387e-05,0.0410526229791494,0.15453741044168
"LOC390876__V__TF16.2","LOC390876","TF16.2",0.104372352749092,2.10814237377641e-05,0.032226919389227,0.159731685123056
"KBTBD11__V__QI5972","KBTBD11","QI5972",0.104861392541892,2.01359280300797e-06,0.0107046294978046,0.184370737999022
"TLE1__V__TF16.2","TLE1","TF16.2",0.104909266491577,3.41269521789586e-05,0.0401665654130405,0.155049954393025
"EBPL__V__QI4564","EBPL","QI4564",0.105002966404123,1.95330836591546e-05,0.0311494710874551,0.114999036464232
"UXT__V__QI11631","UXT","QI11631",0.105007005911154,1.60682198578171e-07,0.00299634691759395,0.151539301383345
"TXNDC11__V__TF25.2","TXNDC11","TF25.2",0.10502506428523,1.61215876201464e-05,0.0285097706750428,0.109249714986357
"PLAGL1__V__TF16.2","PLAGL1","TF16.2",0.105075127080064,4.49394690722666e-05,0.0455573744810673,0.157480020257127
"NARG1__V__QI11631","NARG1","QI11631",0.105197221338736,3.00651941633469e-05,0.0379799700280004,0.12378482983443
"SNORA80__V__QI9128","SNORA80","QI9128",0.105338057953966,1.99326830149166e-05,0.031441250946536,0.14712082182812
"RP11.529I10.4__V__TF16.2","RP11.529I10.4","TF16.2",0.105406003677956,2.8359959718854e-05,0.037019198099735,0.154875223658661
"POLR1B__V__QI9128","POLR1B","QI9128",0.105450169091931,4.44555742613733e-05,0.0453031973873037,0.145645538788942
"C17orf42__V__QI8347","C17orf42","QI8347",0.105562438662419,2.18798506309891e-05,0.0328235579181743,0.102626995758604
"CAMK2G__V__TF16.2","CAMK2G","TF16.2",0.105811706040636,5.14648332970426e-05,0.0483962300846015,0.160420772021039
"LOC100129067__V__TF16.2","LOC100129067","TF16.2",0.105951626788287,3.41740702838394e-05,0.0401849538001405,0.159745413237655
"EPS15__V__QI7576","EPS15","QI7576",0.105984364579027,2.43473228650292e-05,0.0344095164977625,0.116296607295613
"C19orf30__V__QI9128","C19orf30","QI9128",0.106040231402046,1.06845738775187e-05,0.0236102466325403,0.147459143036127
"MRPS12__V__TF15.2","MRPS12","TF15.2",0.106079968438464,1.12482427574982e-05,0.0242134013883467,0.103085904714873
"TOMM22__V__QI7029","TOMM22","QI7029",0.106124730748673,3.39559094070596e-05,0.0400583002382788,0.130272747576072
"SNORD95__V__QI9128","SNORD95","QI9128",0.106128236425836,4.36108692876665e-05,0.0448699714363208,0.145985569059324
"PLDN__V__QI9128","PLDN","QI9128",0.106146842786782,4.99295879725394e-05,0.047765616578278,0.149089258177477
"PSMB1__V__QI8347","PSMB1","QI8347",0.106353157714933,3.67196013384198e-05,0.0416076975933138,0.100794410520425
"CCDC137__V__QI9128","CCDC137","QI9128",0.106379186798026,7.31034785779227e-06,0.0199621366952796,0.150372722906891
"PLCB1__V__TF16.2","PLCB1","TF16.2",0.106544604783214,1.05453580477539e-05,0.0235106513319654,0.156122374501486
"ZNF763__V__QI9128","ZNF763","QI9128",0.106573318799233,1.08364826294747e-05,0.0237844405788155,0.151374237400342
"SNORA61__V__QI5972","SNORA61","QI5972",0.106630877360993,5.41754621216196e-05,0.0494554900708866,0.171629731330868
"PHF6__V__TF17","PHF6","TF17",0.106641327064167,1.4142905997635e-05,0.0268216204494708,0.196085928655563
"SCARNA9__V__TF02","SCARNA9","TF02",0.106669143473778,1.46752344792235e-05,0.0273130728188023,0.110169896585747
"TRPM2__V__TF16.2","TRPM2","TF16.2",0.106717508617243,2.52213592373455e-05,0.0349951808182467,0.153363168642133
"TOP1MT__V__QI7029","TOP1MT","QI7029",0.106820892784783,3.77049884364727e-05,0.0420641711651476,0.129219238799719
"FCHSD2__V__QI5972","FCHSD2","QI5972",0.10694368365819,3.33015570681518e-05,0.039723089162006,0.176037101093337
"CD151__V__TF16.2","CD151","TF16.2",0.107205277440522,1.84849585406695e-05,0.0302797093751454,0.15105278294121
"TMEM80__V__QI11631","TMEM80","QI11631",0.107392606814517,2.04650513848893e-05,0.0318383914304184,0.124913259769615
"MTHFD1L__V__TF25.2","MTHFD1L","TF25.2",0.107410412604965,2.02303882790579e-05,0.0316785527882729,0.101825352257794
"MCCC1__V__TF25.2","MCCC1","TF25.2",0.107428433866055,1.26333431722833e-05,0.0255112936536604,0.108808298541578
"PIK3C2A__V__TF17","PIK3C2A","TF17",0.107483287680321,1.70251149613916e-05,0.0291465266517978,0.198417809678201
"PHF6__V__QI11631","PHF6","QI11631",0.107514753650749,5.40361747191126e-05,0.0493660493479616,0.11776992720034
"MGC52498__V__QI9128","MGC52498","QI9128",0.107684926850852,3.90307017881281e-06,0.0146943811798031,0.155224930498271
"NHP2L1__V__TF15.2","NHP2L1","TF15.2",0.107704330495058,1.16673860660659e-05,0.0246357944797918,0.103476716994791
"CCDC115__V__QI4564","CCDC115","QI4564",0.107874369486566,1.09393675093932e-05,0.0238925646639602,0.119186210197295
"RGPD8__V__TF16.2","RGPD8","TF16.2",0.107921004146346,1.90360569363516e-05,0.030724836591382,0.153973331991718
"BCAT1__V__TF16.2","BCAT1","TF16.2",0.108020559802864,3.36289900110546e-06,0.0137252890708738,0.15875906270412
"C11orf74__V__QI11631","C11orf74","QI11631",0.108122708690315,5.23724880171078e-05,0.0487266236478639,0.118354427105308
"THBD__V__TF16.2","THBD","TF16.2",0.108204697088808,1.54283363282891e-05,0.0279528049013386,0.149644282020887
"TADA2B__V__QI9128","TADA2B","QI9128",0.108212796998102,5.07303542170701e-05,0.0481222756692885,0.147563549011
"C21orf45__V__QI9128","C21orf45","QI9128",0.108395299078402,1.66428537971272e-05,0.028883509578432,0.148488133468066
"CSNK1E__V__QI7029","CSNK1E","QI7029",0.108405220303148,1.81692076184824e-05,0.0300130269200697,0.133629161523872
"DCLRE1C__V__QI9128","DCLRE1C","QI9128",0.10869133500468,1.21462701733372e-05,0.0250374201336153,0.150910664825234
"ADORA3__V__TF16.2","ADORA3","TF16.2",0.10912188654386,1.68813314743704e-05,0.0290421626294365,0.155265486813461
"DEAF1__V__QI11631","DEAF1","QI11631",0.109214856488853,2.90471312840961e-05,0.0374278547154947,0.121340107782875
"HTR2A__V__TF16.2","HTR2A","TF16.2",0.109219697513597,3.09570581137436e-06,0.0130912931478204,0.158384206993851
"MEF2C__V__QI14345","MEF2C","QI14345",0.109281192423994,3.03132973234411e-05,0.0381397883278343,0.171341336034334
"GSK3B__V__QI14345","GSK3B","QI14345",0.109301106012658,3.69147598178901e-05,0.0417039782137403,0.17205163209088
"SETMAR__V__QI11631","SETMAR","QI11631",0.109362977754012,1.36836764512144e-05,0.0264673853239872,0.127912664517527
"C7orf50__V__QI7029","C7orf50","QI7029",0.109367869580218,4.59188184989846e-06,0.0158406616305941,0.141137938301263
"FAM165B__V__QI9128","FAM165B","QI9128",0.109441789473325,4.75087631034941e-05,0.0467000402892513,0.148112619370025
"FANCD2__V__QI4564","FANCD2","QI4564",0.109635636573692,3.87563692490899e-05,0.0425458275095233,0.112196466988973
"C20orf117__V__TF25.2","C20orf117","TF25.2",0.109677371593569,5.89159687224871e-06,0.0179681351061446,0.10754765640868
"CXorf38__V__QI14345","CXorf38","QI14345",0.110079900230608,1.59415203514384e-05,0.0283706393036635,0.174750647625155
"TSPAN7__V__TF16.2","TSPAN7","TF16.2",0.110177250510565,2.18849984304985e-05,0.032827192438448,0.151497657459865
"CRY1__V__TF16.2","CRY1","TF16.2",0.110222302847346,2.52396156949942e-05,0.035006128161275,0.15451325133197
"KIAA0247__V__TF16.2","KIAA0247","TF16.2",0.110317464844763,3.40231461293896e-06,0.0137806590173491,0.166818795545807
"CCDC65__V__TF16.2","CCDC65","TF16.2",0.110370679414716,5.64119606642242e-06,0.0175450564858404,0.156031208355596
"UNC84A__V__TF16.2","UNC84A","TF16.2",0.110521095448595,7.08639568501522e-06,0.0196949577564337,0.159667733948605
"CEBPD__V__TF13.2","CEBPD","TF13.2",0.110644740173645,3.97539517862268e-05,0.0430077707903171,0.100760115322768
"ZCCHC6__V__QI14345","ZCCHC6","QI14345",0.11065719977527,1.81371287005609e-05,0.02999545435652,0.170607789168709
"MBTPS1__V__TF25.2","MBTPS1","TF25.2",0.110669179458923,2.17897888313671e-06,0.011137147811054,0.118787644794903
"KIF5C__V__TF16.2","KIF5C","TF16.2",0.110780101304928,2.95237280783303e-05,0.0376832256450583,0.15230839455904
"LOC100130562__V__QI14345","LOC100130562","QI14345",0.110804523018667,2.58351633130158e-05,0.0353645141049944,0.170780180586039
"TADA2B__V__TF16.2","TADA2B","TF16.2",0.111080681618972,3.53949541090849e-05,0.040923442791077,0.160468628301321
"ZFP106__V__TF16.2","ZFP106","TF16.2",0.111143062687387,4.92237474672366e-05,0.0474602497842443,0.162722295043865
"GLO1__V__QI7029","GLO1","QI7029",0.111160845596662,1.26234106074809e-05,0.0255059547234201,0.135689758096124
"CLN8__V__QI9128","CLN8","QI9128",0.111186885380085,4.87868354638654e-05,0.0472108601178108,0.148525551021543
"MXD1__V__QI14345","MXD1","QI14345",0.111353121540936,3.29677527697006e-05,0.0395205832771309,0.177541851045285
"MARCKS__V__TF13.2","MARCKS","TF13.2",0.111453960180147,3.39302110414997e-05,0.0400368779633451,0.102856540808558
"BCL7B__V__TF16.2","BCL7B","TF16.2",0.111466568021151,4.94964568198778e-05,0.0475974713401049,0.158917766217546
"RHCE__V__TF16.2","RHCE","TF16.2",0.11159530622533,4.15221167437507e-05,0.0439334433449788,0.151221100628416
"ARRDC3__V__TF16.2","ARRDC3","TF16.2",0.111607842045464,2.48385104909808e-06,0.0118547676195097,0.161317643422629
"SPP1__V__QI5972","SPP1","QI5972",0.111679467077079,7.44551460410131e-06,0.0201012007576582,0.177060965908915
"ADHFE1__V__TF16.2","ADHFE1","TF16.2",0.111940042182167,2.48916392798317e-05,0.0347717104609929,0.158234885509832
"LOC441114__V__QI9128","LOC441114","QI9128",0.111945656857223,1.28789333226248e-05,0.0257416007682873,0.144744835089257
"NR3C1__V__TF16.2","NR3C1","TF16.2",0.111978888120178,3.51135675259275e-05,0.0407354053581718,0.155571622266329
"TCEAL8__V__QI9128","TCEAL8","QI9128",0.112078294633374,4.788008164882e-06,0.0162271562579718,0.159702406049178
"ATP6V1G2__V__QI11631","ATP6V1G2","QI11631",0.11210480906405,3.87126495866165e-05,0.042515051274357,0.120893640457354
"IKBKE__V__QI7029","IKBKE","QI7029",0.112224581395351,1.41901945296477e-05,0.0268647790507016,0.134629268297562
"NHS__V__TF16.2","NHS","TF16.2",0.112282729204559,2.2331660928844e-05,0.0331625281233815,0.157941227690257
"IL3RA__V__TF16.2","IL3RA","TF16.2",0.11232924030912,3.0893325849061e-05,0.0384098451634036,0.156581555278312
"HKDC1__V__QI5927","HKDC1","QI5927",0.112377116338072,1.54074293040999e-05,0.0279481812196593,0.166095557492137
"DPEP3__V__QI14345","DPEP3","QI14345",0.112402301693937,5.02098869615585e-05,0.0478859773394881,0.16937195535719
"C20orf72__V__TF16.2","C20orf72","TF16.2",0.112471018516696,4.76952305649313e-05,0.0467663103827702,0.156854819159931
"ZFX__V__QI11631","ZFX","QI11631",0.112742856585493,5.04763827339509e-06,0.016582785448941,0.129524344372364
"ACPL2__V__TF16.2","ACPL2","TF16.2",0.112845489261851,2.41259626497844e-05,0.0343263535127473,0.155629711133989
"TMEM42__V__QI9128","TMEM42","QI9128",0.113027963113656,2.2541731377957e-05,0.03331337483035,0.152811760977788
"GCHFR__V__QI7029","GCHFR","QI7029",0.113042566882704,1.37031406072569e-05,0.0264874575199285,0.134941167235921
"SMS__V__TF16.2","SMS","TF16.2",0.113111570957308,1.45363631846494e-05,0.0272174490734386,0.165500610610772
"STXBP5__V__TF16.2","STXBP5","TF16.2",0.113178160806224,8.74065518399771e-07,0.00699623413426231,0.167355027252348
"SLC29A2__V__TF16.2","SLC29A2","TF16.2",0.113311006846026,5.52599999575703e-05,0.0498826720711533,0.154199933008405
"F2R__V__TF16.2","F2R","TF16.2",0.113371040409826,4.76884645828052e-07,0.00516327149628989,0.169003997998916
"LILRB2__V__TF13.2","LILRB2","TF13.2",0.113488680983979,2.91233419551142e-05,0.0374804925044578,0.105066162409447
"CYSLTR1__V__QI14345","CYSLTR1","QI14345",0.113701628647057,1.25628963317786e-05,0.0254267035108651,0.178800154616855
"SLCO4C1__V__TF16.2","SLCO4C1","TF16.2",0.113959267813546,3.09251591889901e-06,0.0130912931478204,0.160854686239925
"PLAUR__V__QI14345","PLAUR","QI14345",0.113984748920069,4.70792506192379e-05,0.0464968941463268,0.169889996280081
"C2orf63__V__QI7576","C2orf63","QI7576",0.114207482419729,1.98439907064848e-06,0.0106363273933914,0.129546326354569
"BPHL__V__QI5972","BPHL","QI5972",0.114218843582878,2.29973401439515e-05,0.0335328228182799,0.177334615338822
"EXOSC7__V__QI7029","EXOSC7","QI7029",0.114463425331182,3.92184937003235e-05,0.0427568478185264,0.12977292008401
"CCNB1IP1__V__QI9128","CCNB1IP1","QI9128",0.114542518442154,9.35507265107129e-06,0.0222407727347376,0.156954214434938
"RGS17__V__QI5972","RGS17","QI5972",0.114550152397368,2.23133491722302e-06,0.0112302404322034,0.183601890402962
"MEGF6__V__TF16.2","MEGF6","TF16.2",0.114659503917173,4.06698589273513e-06,0.0148896332162708,0.166248270334614
"FAAH__V__QI7029","FAAH","QI7029",0.114720974602401,3.64811288493897e-05,0.0414825215025243,0.129411969886466
"CKS1B__V__QI8347","CKS1B","QI8347",0.114783751469112,1.42918925697056e-05,0.0269629027966416,0.105371042889021
"LOC441734__V__TF17","LOC441734","TF17",0.114821353447943,9.34825556132957e-06,0.0222407727347376,0.2021272511065
"GPHN__V__QI11631","GPHN","QI11631",0.114823049452336,2.4905280599461e-05,0.03477267887691,0.122239174501961
"TMEM80__V__QI5972","TMEM80","QI5972",0.114889397373999,4.11280553878301e-05,0.0437435051337253,0.176937903237559
"AMFR__V__QI14345","AMFR","QI14345",0.114895784176104,1.38846108732992e-05,0.0266386228237998,0.171989554770143
"ZNF101__V__QI9128","ZNF101","QI9128",0.115025788430724,3.93910506848855e-05,0.0428576481464772,0.151094638346648
"SNAI3__V__QI7029","SNAI3","QI7029",0.115188980238426,3.85898871853726e-05,0.0424721525954316,0.129167020338114
"C4orf41__V__TF16.2","C4orf41","TF16.2",0.11524395629722,4.56175449960166e-05,0.0458550908416291,0.158527679314325
"FGF9__V__QI5972","FGF9","QI5972",0.11527194252622,1.02794288321585e-05,0.0232382589478161,0.175592254644702
"GMCL1__V__QI14345","GMCL1","QI14345",0.115313362060001,1.85500229149534e-05,0.0303350956792921,0.172303113270388
"NRBF2__V__QI14345","NRBF2","QI14345",0.115325929987549,9.12767088005729e-06,0.0220351633181306,0.17539297626228
"SIVA__V__QI9128","SIVA","QI9128",0.115537393053599,3.74034150291826e-05,0.0418996840011858,0.152076482207093
"TRAPPC2L__V__QI7029","TRAPPC2L","QI7029",0.115623117892395,7.98963622201377e-06,0.020792613927504,0.13832278131956
"SLC25A13__V__TF16.2","SLC25A13","TF16.2",0.11567966029323,9.25202020426583e-06,0.0221709618389547,0.161846693551565
"RHOXF1__V__TF25.2","RHOXF1","TF25.2",0.11571678407242,1.90211510586729e-06,0.0104740043785229,0.113694223592597
"NSUN7__V__TF16.2","NSUN7","TF16.2",0.11577585451022,1.0077921366578e-06,0.00754990988901052,0.164717987013493
"ADCK2__V__QI7029","ADCK2","QI7029",0.116175318117497,1.6143440010164e-05,0.0285157117351693,0.133941617677131
"DPYSL4__V__TF16.2","DPYSL4","TF16.2",0.116199614828201,6.96354669509225e-06,0.0195235891922585,0.154169428640778
"EIF2B1__V__QI7029","EIF2B1","QI7029",0.116211390454253,8.07813128007523e-06,0.0208740885503558,0.137752548165825
"RAB31__V__QI14345","RAB31","QI14345",0.116252591787188,5.03523919468427e-05,0.0479611330845056,0.176785849168243
"LOC552889__V__QI11631","LOC552889","QI11631",0.116311023172086,1.10392064896081e-06,0.00799571021111348,0.141645386092658
"GUSBL2__V__TF02","GUSBL2","TF02",0.116373262109158,5.31834599183564e-05,0.0490172752071852,0.101765710201019
"GLIPR1__V__QI14345","GLIPR1","QI14345",0.116385441860215,3.52880114046957e-05,0.040840262424614,0.173803779442633
"KCNA3__V__QI9128","KCNA3","QI9128",0.116431463010884,2.19811832587703e-05,0.032878837282456,0.15031309108736
"RDH10__V__TF16.2","RDH10","TF16.2",0.116463777781421,1.8594658225648e-05,0.0303588471674027,0.154588395956695
"COG6__V__TF16.2","COG6","TF16.2",0.116720175529565,2.0527097503821e-06,0.010792458678479,0.16575066083362
"LTC4S__V__TF16.2","LTC4S","TF16.2",0.116824869990079,2.56621232514566e-05,0.035289762454127,0.152986046225234
"ADCY9__V__TF16.2","ADCY9","TF16.2",0.11689338689947,4.79075409373154e-05,0.0468218724064207,0.153326201543722
"C14orf64__V__QI9128","C14orf64","QI9128",0.116986364860285,3.79754138747418e-05,0.0421744786572991,0.14837223634216
"DDX46__V__TF16.2","DDX46","TF16.2",0.11700304708529,1.79081349246186e-05,0.0297818893257759,0.15759353417962
"SOCS4__V__QI9128","SOCS4","QI9128",0.117006894954148,5.17652154558669e-05,0.0485128263797238,0.147591661389063
"TP53BP2__V__TF16.2","TP53BP2","TF16.2",0.117117230247531,2.90600921303733e-05,0.037436546371321,0.158585679519002
"FBXO3__V__TF16.2","FBXO3","TF16.2",0.117160018948357,2.0463647545157e-05,0.0318383914304184,0.160284521160682
